DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
1126972-DCA,Business,03/31/2015,BOBBY CAR PARK LLC,,105,UNDERHILL AVE,,BROOKLYN,NY,11238,2122216111,Brooklyn,3
1223081-DCA,Business,03/31/2011,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,1975,EASTCHESTER RD,,BRONX,NY,10461,7184307021,Bronx,2
1199957-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",,146,W 57TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
1010044-DCA,Business,03/31/2017,WESTMONT PARKING INC.,,730,COLUMBUS AVE,,NEW YORK,NY,10025,2127367171,Manhattan,1
1286769-DCA,Business,07/18/2017,"ALLIANCE RIVERBANK PARKING, LLC",,555,W 42ND ST,,NEW YORK,NY,10036,2125810535,Manhattan,1
1469702-DCA,Business,03/31/2019,ML PARKING CORP.,,615,JACKSON AVE,,BRONX,NY,10455,3478823966,Bronx,2
1078420-DCA,Business,03/31/2013,"PENNY LANE CAR PARK, LLC",GGMC,215,E 24TH ST,,NEW YORK,NY,10010,2129966363,Manhattan,1
1423051-DCA,Business,03/31/2019,"WINDSOR FH CAR PARK, LLC",,10724,71ST RD,,FOREST HILLS,NY,11375,2129966363,Queens,4
0469196-DCA,Business,03/31/2011,MEAT MARKET GARAGE INC,,259,MULBERRY ST,,NEW YORK,NY,10012,2129893100,Manhattan,1
1313251-DCA,Business,03/31/2015,QUIK PARK W. 23RD ST. LLC,QUIK PARK INC.,423,W 23RD ST,,NEW YORK,NY,10011,2128322066,Manhattan,1
2001455-DCA,Business,03/31/2015,PRINCE TNP REALTY LLC,PRINCE PLAZA PARKING,3720,PRINCE ST,,FLUSHING,NY,11354,7189393338,Queens,4
1310452-DCA,Business,03/31/2013,"SUPREME CAR PARK, LLC",,1065,PARK AVE,,NEW YORK,NY,10128,2122216111,Manhattan,1
0368391-DCA,Business,03/31/2011,ALERT GARAGE CORP.,,3017,40TH AVE,,LONG IS CITY,NY,11101,7187860643,Queens,4
2004670-DCA,Business,08/03/2014,MANHATTAN PARKING 110 LLC,,543,W 110TH ST,,NEW YORK,NY,10025,2124903480,Manhattan,1
1232453-DCA,Business,03/31/2021,MARKET 15 PARKING LLC,,552,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2126869800,Manhattan,1
0801652-DCA,Business,03/31/2025,PROUD PARKING LLC,,5,E 22ND ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
1126181-DCA,Business,03/31/2015,F&S PARKING LLC,,331,E 75TH ST,,NEW YORK,NY,10021,2123272626,Manhattan,1
1096606-DCA,Business,03/31/2019,"EMERALD CAR PARK, LLC",,510,E 80TH ST,,NEW YORK,NY,10075,2127729802,Manhattan,1
1409584-DCA,Business,05/12/2014,PARK RIGHT CORPORATION,,635,W 42ND ST,,NEW YORK,NY,10036,7187973093,Manhattan,1
1269282-DCA,Business,03/31/2011,126TH STREET PARKING CORP.,,418,W 127TH ST,,NEW YORK,NY,10027,7187880066,Manhattan,1
1362177-DCA,Business,03/31/2019,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,14921,130TH AVE,,JAMAICA,NY,11436,7183222221,Queens,4
0905554-DCA,Business,03/31/2015,50-51 PARKING CORP.,,260,E 143RD ST,,BRONX,NY,10451,2124268400,Bronx,2
1161319-DCA,Business,03/31/2011,"ABDULLAH, MUHAMMAD A",MAA PARKING COMPANY,1360,FULTON ST,,BROOKLYN,NY,11216,7186366959,Brooklyn,3
1257570-DCA,Business,06/28/2011,"ATELIER CAR PARK, LLC",,627,W 42ND ST,,NEW YORK,NY,10036,2129966363,Manhattan,1
2032582-DCA,Business,08/27/2017,OASIS AUTO REPAIR & GARAGE CORP,,431,W 202ND ST,,NEW YORK,NY,10034,2125442833,Manhattan,1
2054215-DCA,Business,03/31/2019,PARK LANE GARAGE LLC,,11624,GROSVENOR LN,,RICHMOND HILL,NY,11418,6465840409,Queens,4
1280410-DCA,Business,03/31/2013,"RIVER HOUSE CAR PARK, LLC",,1175,YORK AVE,,NEW YORK,NY,10065,2129966363,Manhattan,1
2029345-DCA,Business,03/31/2021,189 PKG LLC,,4745,PARK AVE,,BRONX,NY,10458,917-731-2034,Bronx,2
1141698-DCA,Business,03/31/2015,PINE PARKING CORP.,,111,VARICK ST,,NEW YORK,NY,10013,8007985701,Manhattan,1
2002113-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,45,E END AVE,,NEW YORK,NY,10028,2125025490,Manhattan,1
1290045-DCA,Business,03/31/2011,STANDARD PARKING CORPORATION,,8935,162ND ST,,JAMAICA,NY,11432,2129163480,Queens,4
1012474-DCA,Business,03/31/2015,ZETA PARKING CORP.,,213,E 80TH ST,,NEW YORK,NY,10075,2126501988,Manhattan,1
1257992-DCA,Business,03/31/2015,KEY PARKING LLC,,115,E 9TH ST,,NEW YORK,NY,10003,2125810535,Manhattan,1
1466684-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,146,W 57TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
1311251-DCA,Business,03/31/2013,2000 PARKING INC.,,2000,WHITE PLAINS RD,,BRONX,NY,10462,7185978232,Bronx,2
1192927-DCA,Business,03/31/2015,QUIK PARK COLUMBIA LLC,QUIK PARK INC.,2561,BROADWAY,,NEW YORK,NY,10025,2128322066,Manhattan,1
1100556-DCA,Business,03/31/2011,"PARK IN AUTO SERVICES, INC.",,75,KENMARE ST,,NEW YORK,NY,10012,2129661186,Manhattan,1
1262417-DCA,Business,03/31/2013,21ST GARAGE LLC,,447,W 35TH ST,,NEW YORK,NY,10001,2126270012,Manhattan,1
1313248-DCA,Business,03/31/2019,QUIK PARK FG LLC,,500,E 62ND ST,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
1344944-DCA,Business,03/31/2015,"WH PARKING MGMT, LLC",,4320,BROADWAY,,NEW YORK,NY,10033,2127957275,Manhattan,1
1381723-DCA,Business,03/31/2015,PARK SAFE LLC,,2500,FDR DR,,NEW YORK,NY,10016,2123404248,Manhattan,1
1308706-DCA,Business,03/31/2013,8 EAST 83RD PARKING LLC,,8,E 83RD ST,,NEW YORK,NY,10028,2125352890,Manhattan,1
2016950-DCA,Business,08/15/2016,LM PARKING CORP,,250,E 144TH ST,,BRONX,NY,10451,914-874-3268,Bronx,2
1137035-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,1153,YORK AVE,,NEW YORK,NY,10065,2126296602,Manhattan,1
1211996-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKIMG SYSTEM,135,E 33R ST,,NEW YORK,NY,10016,2125025490,,
1024898-DCA,Business,03/31/2013,"MEGA PARKING SYSTEMS, INC.",,343,E 74TH ST,,NEW YORK,NY,10021,7183924460,Manhattan,1
1472778-DCA,Business,03/31/2015,JAY PARKING CORP.,,3720,PRINCE ST,,FLUSHING,NY,11354,9179695850,Queens,4
1307844-DCA,Business,03/31/2013,WELCOME PARKING CORP.,,240,E 82ND ST,,NEW YORK,NY,10028,2126616702,Manhattan,1
1209360-DCA,Business,03/31/2011,"222 PARKING SERVICES, LLC",,222,E 39TH ST,,NEW YORK,NY,10016,2122652239,Manhattan,1
1330557-DCA,Business,03/31/2017,QUIK PARK EAST 87 LLC,,501,E 87TH ST,,NEW YORK,NY,10128,2128322066,Manhattan,1
1231677-DCA,Business,03/31/2013,STANDARD PARKING CORPORATION,,9605,QUEENS BLVD,,REGO PARK,NY,11374,7188974833,Queens,4
1222445-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), INC",,400,E 90TH ST,,NEW YORK,NY,10128,2129378660,Manhattan,1
1422345-DCA,Business,06/20/2013,"UTOPIA PARKING MANAGEMENT, LLC",,17660,UNION TPKE,,FRESH MEADOWS,NY,11366,2127957275,Queens,4
1241026-DCA,Business,03/31/2011,"C&S E-SUPERETTE, INC.",,9053,FORT HAMILTON PKWY,,BROOKLYN,NY,11209,718-745-2888,Brooklyn,3
2069760-DCA,Business,08/22/2018,PV PARKING VI CORP,,371,HUMBOLDT ST,,BROOKLYN,NY,11211,646-302-4330,Brooklyn,3
1298408-DCA,Business,03/31/2011,"ALLIANCE DAG PARKING, LLC",,240,E 47TH ST,,NEW YORK,NY,10017,2125810535,Manhattan,1
1463815-DCA,Business,03/31/2019,QUIK PARK WILSON LLC,,200,W 79TH ST,,NEW YORK,NY,10024,212-832-2066,Manhattan,1
0369933-DCA,Business,03/31/2021,ZEPHYR PARKING LLC,,132,E 35TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
1290043-DCA,Business,03/31/2011,STANDARD PARKING CORPORATION,,9015,PARSONS BLVD,,JAMAICA,NY,11432,212163480,Queens,4
0428990-DCA,Business,03/31/2017,CHELNICK PARKING CORP,CHELNIK PARKING,880,5TH AVE,,NEW YORK,NY,10021,2127511080,Manhattan,1
1272748-DCA,Business,03/31/2015,PEACH PARKING (40TH) CORP.,,346,W 40TH ST,,NEW YORK,NY,10018,9736228888,Manhattan,1
2043135-DCA,Business,08/18/2019,"IMPERIAL PARKING (U.S)., LLC",IMPARK,155,RICHMOND TER,,STATEN ISLAND,NY,10301,7188765302,Staten Island,5
1419090-DCA,Business,03/31/2019,"PILOT PARKING, LLC",,2,SHERMAN AVE,,NEW YORK,NY,10040,2129299404,Manhattan,1
1308629-DCA,Business,03/31/2011,VANGUARD CAR RENTAL USA INC.,ALAMO,219,W 77TH ST,,NEW YORK,NY,10024,7184016837,Manhattan,1
2002321-DCA,Business,03/31/2019,PLATT PARKING LLC,,90,JOHN ST,,NEW YORK,NY,10038,2126869800,Manhattan,1
1387690-DCA,Business,03/31/2013,"IMPERIAL PARKING (U.S.), LLC",IMPARK,80,PARK AVE,,NEW YORK,NY,10016,2129378660,Manhattan,1
1187632-DCA,Business,03/31/2021,NICE PARK 22 LLC,,200,E 15TH ST,,NEW YORK,NY,10003,2129299404,Manhattan,1
0962842-DCA,Business,03/31/2011,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,605,PARK AVE,,NEW YORK,NY,10065,2126296602,Manhattan,1
2048881-DCA,Business,03/31/2019,40 FLATBUSH REALTY LLC,,25,CHAPEL ST,,BROOKLYN,NY,11201,2122398580,Brooklyn,3
1254421-DCA,Business,03/31/2017,"509 WEST 34TH STREET CAR PARK, LLC",,509,W 34TH ST,,NEW YORK,NY,10001,2129966363,Manhattan,1
1200258-DCA,Business,03/31/2013,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,252,W 40TH ST,,NEW YORK,NY,10018,2125025490,Manhattan,1
1007928-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,257,W 47TH ST,,NEW YORK,NY,10036,2122629778,Manhattan,1
1233173-DCA,Business,03/31/2011,FLATIRON 20 PARKING LLC,,19,W 20TH ST,,NEW YORK,NY,10011,2122439384,Manhattan,1
1277259-DCA,Business,,3000 JEROME PARKING CORP.,,3000,JEROME AVE,,BRONX,NY,10468,7183290617,Bronx,2
1129460-DCA,Business,03/31/2013,F&T MANAGEMENT & PARKING CORP,,3907,PRINCE ST,,FLUSHING,NY,11354,7188882828,Queens,4
1151772-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1601,SEDDON ST,,BRONX,NY,10461,7189316541,Bronx,2
1234400-DCA,Business,03/31/2021,304060 PARKING LLC,,60,E 9TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
1249859-DCA,Business,03/31/2019,QUEENS PLAZA PARKING CORP.,,2702,QUEENS PLZ S,,LONG IS CITY,NY,11101,7184829180,Queens,4
1395032-DCA,Business,08/23/2011,STANDARD PARKING CORPORATION,,20,E 161ST ST,,BRONX,NY,10451,7185887802,Bronx,2
1352450-DCA,Business,03/31/2017,REYER PARKING CORP.,,1872,E TREMONT AVE,,BRONX,NY,10460,2125416050,Bronx,2
1310485-DCA,Business,03/31/2011,99 JANE STREET PARKING LLC,,802,WASHINGTON ST,,NEW YORK,NY,10014,2126869800,Manhattan,1
2058999-DCA,Business,03/31/2019,SHOWTIME VALET PARKING CORP.,,2804,E 19TH ST,,BROOKLYN,NY,11235,6464002531,Brooklyn,3
1167341-DCA,Business,03/31/2015,"SUNNY CAR PARK, LLC",,4701,QUEENS BLVD,,SUNNYSIDE,NY,11104,2122216111,Queens,4
1417679-DCA,Business,03/31/2013,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,216,E 67TH ST,,NEW YORK,NY,10065,2125025490,Manhattan,1
1312851-DCA,Business,03/31/2011,318 EAST 48TH STREET PARKING LLC,,318,E 48TH ST,,NEW YORK,NY,10017,2127558255,Manhattan,1
2027708-DCA,Business,03/31/2019,70 PARK LLC,,400,E 70TH ST,,NEW YORK,NY,10021,2122490445,Manhattan,1
1266227-DCA,Business,03/31/2015,PRIME CAR PARK LLC,,951,HOE AVE,,BRONX,NY,10459,2122216111,Bronx,2
1283007-DCA,Business,03/31/2013,"ARH PARKING, INC.",,3463,3RD AVE,,BRONX,NY,10456,7186845803,Bronx,2
1455310-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",,220,E 67TH ST,,NEW YORK,NY,10065,2129378666,Manhattan,1
0894438-DCA,Business,03/31/2017,PRECISE PARKING CORP.,,150,E 18TH ST,,NEW YORK,NY,10003,7187215243,Manhattan,1
1466707-DCA,Business,03/31/2015,"STOP-PARK GARAGE, LLC",,1820,MORTON ST,,NEW YORK,NY,10014,2125025490,,
2022971-DCA,Business,07/21/2015,QP HOSP LLC,,1250,WATERS PL,,BRONX,NY,10461,2126869800,Bronx,2
1062009-DCA,Business,03/31/2011,CAAL PARKING CORP.,,1150,WEBSTER AVE,,BRONX,NY,10456,2129424823,Bronx,2
2048711-DCA,Business,03/21/2017,F & A PARKING CORP,24 HOURS PARKING GARAGE,525,CLINTON AVE,,BROOKLYN,NY,11238,718-399-2640,Brooklyn,3
0945081-DCA,Business,03/31/2011,QUEENS OFFICE TOWER LIMITED PARTNERSHIP,,9525,QUEENS BLVD,,REGO PARK,NY,11374,7188309344,Queens,4
2086322-DCA,Business,07/31/2019,ST GEORGE FERRY PARKING CORP.,,55B,RICHMOND TER,,STATEN ISLAND,NY,10301,212-736-7171,Staten Island,5
1397433-DCA,Business,07/06/2018,"800 BRADY PARKING, INC.",,800,BRADY AVE,,BRONX,NY,10462,3478435023,Bronx,2
1230416-DCA,Business,03/31/2025,MP 97 LLC,,217,E 96TH ST,,NEW YORK,NY,10128,212-490-3460,Manhattan,1
1097397-DCA,Business,03/31/2025,"STABLE CAR PARKING, INC.",,614,W 153RD ST,,NEW YORK,NY,10031,212-979-9815,Manhattan,1
2096426-DCA,Business,03/31/2025,EAST 58 PARKING LLC,,115,E 57TH ST,,NEW YORK,NY,10022,9179391515,Manhattan,1
2107668-DCA,Business,09/15/2022,668 MP PARKING CORP,,668,BUSHWICK AVE,,BROOKLYN,NY,11221,7189441590,Brooklyn,3
2098002-DCA,Business,03/31/2023,NYC SOLUTIONS LLC,,2568,PARK AVE,,BRONX,NY,10451,9148743268,Bronx,2
2050925-DCA,Business,03/31/2023,SUPER ELITE PARKING INC,,1973,38TH ST,,ASTORIA,NY,11105,9174705093,Queens,4
2105692-DCA,Business,09/19/2022,800 FLATBUSH PARKING LLC,,800,FLATBUSH AVE,,BROOKLYN,NY,11226,,Brooklyn,3
0978278-DCA,Business,03/31/1999,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,541,W 38TH ST,,NEW YORK,NY,10018,2126296602,Manhattan,1
1312579-DCA,Business,03/31/2025,"PARK 139TH, LLC",,34,W 139TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1
1354465-DCA,Business,03/31/2025,"PARK 139TH, LLC",,29,W 138TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1
2008790-DCA,Business,03/31/2025,WEST 43 PARKING LLC,,635,W 42ND ST,,NEW YORK,NY,10036,2122624771,Manhattan,1
1312575-DCA,Business,03/31/2025,"PARK 117TH, LLC",,279,W 117TH ST,,NEW YORK,NY,10026,2122220242,Manhattan,1
2093256-DCA,Business,03/31/2021,LAZ PARKING NEW YORK/NEW JERSEY LLC,,300,PEARL ST,,NEW YORK,NY,10038,2122652239X7667,Manhattan,1
2086774-DCA,Business,03/31/2025,68 PARKING INC,,13633,37TH AVE,,FLUSHING,NY,11354,6469966479,Queens,4
2105738-DCA,Business,03/31/2025,BRIGHT MANAGEMENT SOLUTIONS LLC,LINDEN PARKING,123,LINDEN BLVD,,BROOKLYN,NY,11226,2122624771,Brooklyn,3
2107787-DCA,Business,01/16/2023,ET CAPITAL INC,ET PARKING,10919,72ND RD,,FOREST HILLS,NY,11375,5166337272,Queens,4
2110656-DCA,Business,03/31/2025,EAST 80TH STREET GARAGE LLC,,345,E 80TH ST,,NEW YORK,NY,10075,646-574-0045,Manhattan,1
2061663-DCA,Business,03/31/2025,169 LUDLOW PARKING LLC,,180,ORCHARD ST,,NEW YORK,NY,10002,212-262-4771,Manhattan,1
2090148-DCA,Business,03/31/2025,150 CHARLES STREET GARAGE LLC,,150,CHARLES ST,,NEW YORK,NY,10014,6465840409,Manhattan,1
2006045-DCA,Business,03/31/2019,SAM DAR ENTERPRISES INC,,3000,PARK AVE,,BRONX,NY,10451,3476149291,Bronx,2
1030813-DCA,Business,03/31/2023,"PLAZA CAR PARK, LLC",,2,PLAZA ST,,BROOKLYN,NY,11238,212-221-6111,Brooklyn,3
1263170-DCA,Business,04/12/2020,CLINTON 53 PARKING LLC,,515,W 52ND ST,,NEW YORK,NY,10019,212-686-9800,Manhattan,1
0834765-DCA,Business,03/31/1997,"GUTMAN, JOSEPH",,408,W 34TH ST,,NEW YORK,NY,10001,7188516259,Manhattan,1
0897763-DCA,Business,03/31/1999,"PUBLIC PARKING, INC.",,493,10TH AVE,,NEW YORK,NY,10018,2124659584,Manhattan,1
0427602-DCA,Business,03/31/1993,EAST 158TH PARKING CORPORATION,,85,E 158TH ST,,BRONX,NY,10451,,Bronx,2
0901302-DCA,Business,03/31/1995,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,9,W 57TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
2101547-DCA,Business,03/31/2025,PENTA PARKING LLC,,156,E 105TH ST,,NEW YORK,NY,10029,2129299404,Manhattan,1
0901963-DCA,Business,03/31/2025,GRACIE PUBLIC PARKING CORP.,,401,E 89TH ST,,NEW YORK,NY,10128,2127367171,Manhattan,1
2101799-DCA,Business,09/29/2022,1745 MP PARKING INC,,1745,BROADWAY,,NEW YORK,NY,10019,2125690811,Manhattan,1
0429575-DCA,Business,03/31/1995,711 PARKING CORP.,,711,W END AVE,,NEW YORK,NY,10025,,Manhattan,1
2106168-DCA,Business,07/20/2022,CLINTON 53 PARKING LLC,,515,W 52ND ST,,NEW YORK,NY,10019,212-686-9800,Manhattan,1
0368901-DCA,Business,03/31/1993,MANHATTAN PARKING E. 27 ST. CORP.,,200,E 27TH ST,,NEW YORK,NY,10016,,Manhattan,1
0367207-DCA,Business,03/31/1997,"SFERRINO, JOSEPH",,799,PARK AVE,,NEW YORK,NY,10021,2127948957,Manhattan,1
2096223-DCA,Business,03/31/2025,600 COLUMBUS PARKING CORP,,600,COLUMBUS AVE,,NEW YORK,NY,10024,2127367171,Manhattan,1
2036981-DCA,Business,03/31/2025,316 BERGEN PARKING CORP,,312,BERGEN ST,,BROOKLYN,NY,11217,2127367171,Brooklyn,3
2093047-DCA,Business,03/31/2025,A & J PARKING LLC,3470 FORT INDEPENDENCE STREET PARKING,3470,FORT INDEPENDENCE ST,,BRONX,NY,10463,9143143157,Bronx,2
2109284-DCA,Business,03/31/2025,57 PARK OPS LLC,,357,E 57TH ST,,NEW YORK,NY,10022,2129299404,Manhattan,1
2114505-DCA,Business,07/23/2023,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,510,DRIGGS AVE,,BROOKLYN,NY,11211,7184072575,Brooklyn,3
2099665-DCA,Business,03/31/2025,VANCITY PARKING INC,,415,GREENWICH ST,,NEW YORK,NY,10013,6463689834,Manhattan,1
2087602-DCA,Business,03/16/2022,II IN LOT PARKING CORP,,2028,CRESTON AVE,,BRONX,NY,10453,3476175862,Bronx,2
2054849-DCA,Business,03/31/2025,70TH PARK OPS LLC,,400,E 70TH ST,,NEW YORK,NY,10021,2129299404,Manhattan,1
2057853-DCA,Business,03/31/2025,255 SCHERMERHORN STREET PARKING CORP.,,33,BOND ST,,BROOKLYN,NY,11201,2127367171,Brooklyn,3
2015757-DCA,Business,03/31/2025,116TH-117TH STREET PARKING CORP.,,23,W 116TH ST,,NEW YORK,NY,10026,2127367171,Manhattan,1
2078116-DCA,Business,03/31/2025,HOYT & SCHERMERHORN PARKING LLC.,,45,HOYT ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3
2087587-DCA,Business,03/31/2025,A PLUS PARKING LLC,,13620,BOOTH MEMORIAL AVE,,FLUSHING,NY,11355,3477329349,Queens,4
2019665-DCA,Business,03/31/2025,93RD STREET PARKING LLC,,100,W 93RD ST,,NEW YORK,NY,10025,212-686-9800,Manhattan,1
2083642-DCA,Business,07/31/2023,390 MADISON PARKING CORP.,,390,MADISON AVE,,NEW YORK,NY,10017,2127367171,Manhattan,1
2112890-DCA,Business,03/31/2025,LANDON PARKING LLC,,520,W 43RD ST,,NEW YORK,NY,10036,212-686-9800,Manhattan,1
2083251-DCA,Business,03/31/2025,MANHATTAN PARKING BORO CORP,,40,CLINTON ST,,BROOKLYN,NY,11201,2124903460,Brooklyn,3
2083832-DCA,Business,03/31/2025,RELIABLE PARKING CORP.,,1193,FRANKLIN AVE,,BRONX,NY,10456,2124903460,Bronx,2
1312149-DCA,Business,03/31/2025,ENTERPRISE 40TH PARKING CORP.,,315,E 40TH ST,,NEW YORK,NY,10016,2127367171,Manhattan,1
1470216-DCA,Business,03/31/2025,KK ENTERPRISE GROUP INC,,554,W 182ND ST,,NEW YORK,NY,10033,9173277488,Manhattan,1
2082682-DCA,Business,03/31/2025,ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,750,LEXINGTON AVE,,NEW YORK,NY,10022,9145255897,Manhattan,1
0980801-DCA,Business,03/31/2025,"FIRST AVENUE PARKING, LLC",,630,1ST AVE,,NEW YORK,NY,10016,2127367171,Manhattan,1
2107995-DCA,Business,03/31/2025,1760 EASTERN PARKING LLC,NAGLE PARKING,1709,SAINT MARKS AVE,,BROOKLYN,NY,11233,,Brooklyn,3
2082400-DCA,Business,03/31/2025,RGL PARKING & TRANSPORTATION LLC,,4129,24TH ST,,LONG ISLAND CITY,NY,11101,9178419280,Queens,4
1151777-DCA,Business,03/31/2025,"BROOK PARKING GARAGE, INC.",,418,E 167TH ST,,BRONX,NY,10456,7185888328,Bronx,2
2083087-DCA,Business,03/31/2025,ISABEL PARKING LLC,,950,RIVER AVE,,BRONX,NY,10452,6465840409,Bronx,2
2065381-DCA,Business,03/31/2025,1050 FIFTH AVENUE PARKING CORP,,1050,5TH AVE,,NEW YORK,NY,10028,9172615152,Manhattan,1
2080641-DCA,Business,03/31/2025,150 EAST 18TH STREET PARKING CORP,,196-202,THIRD AVE,,NEW YORK,NY,10003,2127367171,Manhattan,1
2110167-DCA,Business,03/02/2023,TARGET PARK (US) INC,,9277,QUEENS BLVD,,REGO PARK,NY,11374,2012530953,Queens,4
2103699-DCA,Business,03/31/2025,354 EAST 91ST STREET PARKING CORP,,1749,1ST AVE,,NEW YORK,NY,10128,2127367171,Manhattan,1
2108624-DCA,Business,03/31/2025,1675 BROADWAY GARAGE LLC,,1675,BROADWAY,,NEW YORK,NY,10019,2124903460,Manhattan,1
2097390-DCA,Business,01/02/2023,OMS PARKING LLC,,250,SOUTH ST,,NEW YORK,NY,10002,2126869800,Manhattan,1
2067173-DCA,Business,03/31/2025,ELMHURST PARKING CORPORATION,,8015,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4
2093042-DCA,Business,10/16/2022,LAZ Parking New York New Jersey LLC,,685,1ST AVE,,NEW YORK,NY,10016,2122652239,Manhattan,1
1182737-DCA,Business,03/31/2025,323 WEST 34TH STREET LLC,MEYERS PARKING,323,W 34TH ST,,NEW YORK,NY,10001,2124903460,Manhattan,1
2086374-DCA,Business,03/31/2025,SEWARD PARK GARAGE LLC,,240,E BROADWAY,,NEW YORK,NY,10002,6465840409,Manhattan,1
2103151-DCA,Business,03/31/2025,MP 80 DEKALB PARKING LLC,,74,DEKALB AVE,,BROOKLYN,NY,11201,2124903460,Brooklyn,3
2109439-DCA,Business,03/08/2023,II IN LOT PARKING CORP,,2028,CRESTON AVE,,BRONX,NY,10453,3476175862,Bronx,2
2092125-DCA,Business,03/31/2025,KK ENTERPRISE GROUP INC,,4745,PARK AVE,,BRONX,NY,10458,9173277488,Bronx,2
2105939-DCA,Business,03/31/2025,MP CROY PARKING LLC,,12,E 86TH ST,,NEW YORK,NY,10028,2124903460,Manhattan,1
2103455-DCA,Business,03/31/2025,8936 PARKING LLC,XTELL PARKING,8936,SUTPHIN BLVD,,JAMAICA,NY,11435,917-592-4762,Queens,4
1254733-DCA,Business,03/31/2025,"CODY CAR PARK, INC.",,555,11TH ST,,BROOKLYN,NY,11215,2122216111,Brooklyn,3
1298783-DCA,Business,03/31/2023,MANSION 88 PARKING LLC,,170,E END AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
2113181-DCA,Business,08/09/2023,SHERMAN PARKING MANAGEMENT LLC,,2926,W 19TH ST,,BROOKLYN,NY,11224,7544447275,Brooklyn,3
1338875-DCA,Business,03/31/2025,MANHATTAN PARKING - GOLD CORP.,,220,E 54TH ST,,NEW YORK,NY,10022,2124903460,Manhattan,1
2038904-DCA,Business,03/31/2025,247 NORTH 7TH STREET PARKING CORP,,249,N 7TH ST,,BROOKLYN,NY,11211,2127367171,Brooklyn,3
2084204-DCA,Business,03/31/2025,142 WEST 57TH STREET PARKING CORP.,,146,W 57TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1
1409708-DCA,Business,03/31/2025,"LASALLE PARKING, LLC","HOWARD, LANCE",220,E 9TH ST,,NEW YORK,NY,10003,2127143571,Manhattan,1
2087319-DCA,Business,03/31/2025,147-36 94TH AVENUE PARKING CORP.,,14736,94TH AVE,,JAMAICA,NY,11435,2127367171,Queens,4
1079092-DCA,Business,03/31/2025,"IMPACT CAR PARK, LLC",,333,W 26TH ST,,NEW YORK,NY,10001,2122216111,Manhattan,1
1352539-DCA,Business,03/31/2025,ANITA HOLDING LLC,,9905,63RD DR,,REGO PARK,NY,11374,2125642111,Queens,4
2009039-DCA,Business,03/31/2025,LM ALDUS PARKING LLC,,951,HOE AVE,(Garage Entrance at 962 Aldus Street),BRONX,NY,10459,2127143571,Bronx,2
2092475-DCA,Business,03/31/2025,214 WEST 88TH STREET GARAGE LLC,,214,W 88TH ST,,NEW YORK,NY,10024,6465840409,Manhattan,1
2087759-DCA,Business,03/31/2025,132 EAST 35TH STREET GARAGE LLC,,132,E 35TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1
2083253-DCA,Business,03/31/2025,REED PARKING CORP.,,10025,QUEENS BLVD,,FOREST HILLS,NY,11375,2124903460,Queens,4
2067168-DCA,Business,03/31/2025,ELMHURST PARKING CORPORATION,,7911,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4
2045012-DCA,Business,03/31/2025,65 WEST 55TH STREET PARKING CORP,,57,W 55TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1
