DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,License Creation Date,Industry,Detail,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
1327024-DCA,Business,2025-03-31,CONCOURSE PARKING CORP.,,800,GRAND CONCOURSE,,BRONX,NY,10451,2127367171,Bronx,2,2009-07-24,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",204,17,2002791,2024580090,BX14,5902,-73.9238840979235,40.82470056369922,"(40.82470056369922, -73.9238840979235)"
1146395-DCA,Business,2025-03-31,REGAL PARKING CORP.,,9810,64TH AVE,,REGO PARK,NY,11374,2127367171,Queens,4,2003-07-25,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",406,29,4431978,4021010001,QN17,71304,-73.85801042624362,40.73042781783843,"(40.73042781783843, -73.85801042624362)"
2114471-DCA,Business,2025-03-31,Laz Parking New York/New Jersey LLC,LAZ Parking NY/NJ LLC,123,MELROSE ST,,BROOKLYN,NY,11206,7184072575,Brooklyn,3,2023-06-15,Garage and Parking Lot,"Vehicle Spaces: 209, Bicycle Spaces: 21",304,34,3400525,3031620021,,,-73.93288434552541,40.69957880491508,"(40.69957880491508, -73.93288434552541)"
2114419-DCA,Business,2025-03-31,Laz Parking New York/New Jersey LLC,,54,NOLL ST,,BROOKLYN,NY,11206,7184072575,Brooklyn,3,2023-06-14,Garage,"Vehicle Spaces: 196, Bicycle Spaces: 19",304,34,3387598,3031510138,,,-73.9350763428899,40.70031017029904,"(40.70031017029904, -73.9350763428899)"
2057605-DCA,Business,2025-03-31,NEW RIVERDALE PARKING INC.,,3217,IRWIN AVE,,BRONX,NY,10463,2128821911,Bronx,2,2017-08-28,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",208,11,2083672,2057597501,BX29,285,-73.90745699480331,40.88289273778891,"(40.88289273778891, -73.90745699480331)"
2114456-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,3916,PRINCE ST,,FLUSHING,NY,11354,7184072575,Queens,4,2023-06-15,Garage,"Vehicle Spaces: 306, Bicycle Spaces: 21",407,20,4000000,4049730024,,,-73.83224396447571,40.75948481758888,"(40.75948481758888, -73.83224396447571)"
2114666-DCA,Business,2025-03-31,790 8TH AVENUE PARKING CORP.,,790,8TH AVE,,NEW YORK,NY,10019,2127367171,Manhattan,1,2023-06-27,Garage,"Vehicle Spaces: 158, Bicycle Spaces: 16",105,03,1024771,1010207501,,,-73.98693988186386,40.761126808576385,"(40.761126808576385, -73.98693988186386)"
2088828-DCA,Business,2025-03-31,30-40-60 GARAGE LLC,,40,E 9TH ST,,NEW YORK,NY,10003,6469644323,Manhattan,1,2019-07-29,Parking Lot,"Vehicle Spaces: 94, Bicycle Spaces: 9",102,02,1009091,1005607502,MN23,59,-73.99347281410138,40.73180795466836,"(40.73180795466836, -73.99347281410138)"
1461257-DCA,Business,2025-03-31,IMPERIAL PARKING US LLC,IMPARK,450,E 79TH ST,,NEW YORK,NY,10075,3472733569,Manhattan,1,2013-04-04,Garage,"Vehicle Spaces: 25, Bicycle Spaces:",108,05,1076320,1014737502,,,-73.95154558242237,40.77185204293392,"(40.77185204293392, -73.95154558242237)"
2114629-DCA,Business,2025-03-31,SURREY GARAGE 72 ST CORP,,525,E 72ND ST,,NEW YORK,NY,10021,9144197872,Manhattan,1,2023-06-26,Garage and Parking Lot,"Vehicle Spaces: 146, Bicycle Spaces: 14",108,05,1046268,1014840026,,,-73.9524557327847,40.76631353592438,"(40.76631353592438, -73.9524557327847)"
2075363-DCA,Business,2025-03-31,SP PLUS CORPORATION,,1500,UNIONPORT RD,,BRONX,NY,10462,2125025490,Bronx,2,2018-07-10,Garage and Parking Lot,"Vehicle Spaces: 515, Bicycle Spaces: 23",209,18,2033973,2039430001,BX46,21002,-73.85633546138833,40.83623536675726,"(40.83623536675726, -73.85633546138833)"
2110989-DCA,Business,2025-03-31,EZ PARK CORP,,14126,NORTHERN BLVD,,FLUSHING,NY,11354,9298017013,Queens,4,2023-02-09,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 10",407,20,4113393,4050127501,,,-73.82554959846928,40.76439071903552,"(40.76439071903552, -73.82554959846928)"
2083115-DCA,Business,2025-03-31,SYLVAN WINDSOR PARKING LLC,,10724,71ST RD,,FOREST HILLS,NY,11375,718-575-9768,Queens,4,2019-03-13,Garage,"Vehicle Spaces: 110, Bicycle Spaces: 11",406,29,4533735,4032577501,QN17,737,-73.84344713254026,40.720096870041715,"(40.720096870041715, -73.84344713254026)"
0947720-DCA,Business,2025-03-31,"ALLIED AUSTIN CO., L.P.",,7020,AUSTIN ST,,FOREST HILLS,NY,11375,7182633800,Queens,4,1996-09-18,Garage and Parking Lot,"Vehicle Spaces: 126, Bicycle Spaces: 12",406,29,4077470,4032340173,QN17,711,-73.8462740653409,40.72069629291746,"(40.72069629291746, -73.8462740653409)"
0800698-DCA,Business,2025-03-31,245 EAST 36TH STREET GARAGE CORP.,,237,E 36TH ST,,NEW YORK,NY,10016,2126880700,Manhattan,1,1997-03-25,Parking Lot,"Vehicle Spaces: 35, Bicycle Spaces:",106,04,1000000,1009170021,,,-73.97588848579838,40.74647357004653,"(40.74647357004653, -73.97588848579838)"
2106552-DCA,Business,2025-03-31,FF PARKING CORP,,313,SAINT MARKS AVE,,BROOKLYN,NY,11238,9176012146,Brooklyn,3,2022-06-06,Garage,"Vehicle Spaces: 38, Bicycle Spaces: 0",308,35,3396269,3011460046,,,-73.9648307855617,40.677772074917215,"(40.677772074917215, -73.9648307855617)"
0368506-DCA,Business,2025-03-31,GEMA PARKING CORP.,,333,E 14TH ST,,NEW YORK,NY,10003,2124774043,Manhattan,1,1995-02-15,Garage,"Vehicle Spaces: 44, Bicycle Spaces: 0",106,2,1020402,1009210019,MN21,48,-73.98403018336167,40.731977207073484,"(40.731977207073484, -73.98403018336167)"
2108667-DCA,Business,2025-03-31,KRAJA PARKING GARAGE LLC,,330,E 70TH ST,,NEW YORK,NY,10021,6463398221,Manhattan,1,2022-09-08,Garage,"Vehicle Spaces: 25, Bicycle Spaces: 0",108,05,1044826,1014440031,,,-73.95778021658299,40.76683436623126,"(40.76683436623126, -73.95778021658299)"
2089103-DCA,Business,2025-03-31,PUBLIC PARKING 200 E. 15TH STREET INC,,200,E 15TH ST,,NEW YORK,NY,10003,7187297276,Manhattan,1,2019-08-05,Garage,"Vehicle Spaces: 43, Bicycle Spaces: 0",106,02,1019522,1008960048,MN21,48,-73.98660603184896,40.73393729006337,"(40.73393729006337, -73.98660603184896)"
0927032-DCA,Business,2025-03-31,150 EAST 77TH STREET PARKING CORP.,,150,E 77TH ST,,NEW YORK,NY,10075,2127367171,Manhattan,1,1997-03-26,Garage,"Vehicle Spaces: 37, Bicycle Spaces: 0",108,4,1043180,1014110053,MN40,128,-73.95931409424317,40.77340308064395,"(40.77340308064395, -73.95931409424317)"
1244225-DCA,Business,2025-03-31,PARK KWIK LLC,,110,LIVINGSTON ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3,2009-03-11,Garage,"Vehicle Spaces: 225, Bicycle Spaces: 20",302,33,3002642,3002690501,BK09,9,-73.99001866053781,40.6911852267238,"(40.6911852267238, -73.99001866053781)"
2104759-DCA,Business,2025-03-31,FF PARKING CORP,,4123,CRESCENT ST,,LONG ISLAND CITY,NY,11101,9176012146,Queens,4,2022-03-25,Garage,"Vehicle Spaces: 29, Bicycle Spaces: 0",401,26,4540104,4004157502,,,-73.93945107657166,40.75183714124781,"(40.75183714124781, -73.93945107657166)"
2043321-DCA,Business,2025-03-31,PARK FDB LLC,,2280,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10027,2122228487,Manhattan,1,2016-09-06,Garage,"Vehicle Spaces: 70, Bicycle Spaces: 7",110,09,1088263,1019287506,MN11,222,-73.95236778885155,40.808516509669815,"(40.808516509669815, -73.95236778885155)"
2110019-DCA,Business,2025-03-31,790 7TH AVENUE PARKING CORP,,790,7TH AVE,,NEW YORK,NY,10019,2127367171,Manhattan,1,2022-11-30,Garage,"Vehicle Spaces: 440, Bicycle Spaces: 22",105,04,1024818,1010230029,,,-73.9826115482865,40.76200455438324,"(40.76200455438324, -73.9826115482865)"
2109967-DCA,Business,2025-03-31,KINGS PARKING INC,,825,39TH ST,,BROOKLYN,NY,11232,6462836893,Brooklyn,3,2022-11-25,Garage,"Vehicle Spaces: 36, Bicycle Spaces: 36",312,38,3429246,3009080164,,,-73.99658741047841,40.646851974560754,"(40.646851974560754, -73.99658741047841)"
1331651-DCA,Business,2025-03-31,TOWER 25 PARKING LLC,,305,E 24TH ST,,NEW YORK,NY,10010,2126869800,Manhattan,1,2009-09-02,Garage,"Vehicle Spaces: 146, Bicycle Spaces: 14",106,2,1020599,1009300001,MN20,66,-73.98008812218568,40.73842127408734,"(40.73842127408734, -73.98008812218568)"
2009547-DCA,Business,2025-03-31,PARK NORTH PARKING CORP,,220,E 117TH ST,,NEW YORK,NY,10035,2123606300,Manhattan,1,2014-06-12,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",111,08,1052591,1016660036,MN34,188,-73.93887062276222,40.79834093280115,"(40.79834093280115, -73.93887062276222)"
1333128-DCA,Business,2025-03-31,2721 NEIGHBORHOOD PARKING LOT CORP.,,2721,BRONXWOOD AVE,,BRONX,NY,10469,347-427-7606,Bronx,2,2009-09-15,Garage,"Vehicle Spaces: 75, Bicycle Spaces:",211,13,2053813,2045140044,BX07,340,-73.86154529124364,40.86639508850413,"(40.86639508850413, -73.86154529124364)"
2110058-DCA,Business,2025-03-31,MBA II PARKING CORP,,568,UNION AVE,,BROOKLYN,NY,11211,7188642992,Brooklyn,3,2022-12-01,Garage,"Vehicle Spaces: 64, Bicycle Spaces: 6",301,33,3068030,3027310001,,,-73.95217310980985,40.71748978517235,"(40.71748978517235, -73.95217310980985)"
2081249-DCA,Business,2025-03-31,PARK 108 LLC,,234,W 108TH ST,,NEW YORK,NY,10025,2129299404,Manhattan,1,2019-01-10,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 10",107,07,1056667,1018790053,MN09,195,-73.96599670659785,40.80225238361694,"(40.80225238361694, -73.96599670659785)"
1361354-DCA,Business,2025-03-31,EAST 61ST STREET PARKING GARAGE CORP.,,150,E 61ST ST,,NEW YORK,NY,10065,212-736-7171,Manhattan,1,2010-07-06,Garage,"Vehicle Spaces: 69, Bicycle Spaces: 7",108,4,1041938,1013950050,MN40,11402,-73.96691183399781,40.76331859156702,"(40.76331859156702, -73.96691183399781)"
2110241-DCA,Business,2025-03-31,MORNINGSIDE PARKING LLC,,401,W 110TH ST,,NEW YORK,NY,10025,2126869800,Manhattan,1,2022-12-14,Garage,"Vehicle Spaces: 148, Bicycle Spaces: 15",109,07,1087754,1018650040,,,-73.96148909506633,40.801984727411416,"(40.801984727411416, -73.96148909506633)"
2110186-DCA,Business,2025-03-31,668 MP PARKING CORP,,668,BUSHWICK AVE,,BROOKLYN,NY,11221,7189441590,Brooklyn,3,2022-12-09,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 8",304,34,3000000,3031940024,,,-73.93211136718696,40.69721785134117,"(40.69721785134117, -73.93211136718696)"
2089165-DCA,Business,2025-03-31,ZANDER GARAGE LLC,,301,ELIZABETH ST,,NEW YORK,NY,10012,646-964-4323,Manhattan,1,2019-08-06,Garage and Parking Lot,"Vehicle Spaces: 39, Bicycle Spaces: 0",102,01,1084825,1005210045,MN23,5502,-73.99354566906585,40.724668848267584,"(40.724668848267584, -73.99354566906585)"
2088835-DCA,Business,2025-03-31,30-40-60 GARAGE LLC,,60,E 9TH ST,,NEW YORK,NY,10003,6469644323,Manhattan,1,2019-07-29,Parking Lot,"Vehicle Spaces: 100, Bicycle Spaces: 10",102,02,1009092,1005607503,MN23,59,-73.99267905241834,40.73147579161169,"(40.73147579161169, -73.99267905241834)"
0368337-DCA,Business,2025-03-31,165 WEST 66TH STREET PARKING LLC,,165,W 66TH ST,,NEW YORK,NY,10023,212-686-9800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 77, Bicycle Spaces: 7",107,6,1028837,1011380001,MN14,153,-73.98355785535958,40.77445209106563,"(40.77445209106563, -73.98355785535958)"
1384440-DCA,Business,2025-03-31,REX PARKING CORP.,,10,E 153RD ST,,BRONX,NY,10451,5166984240,Bronx,2,2011-03-10,Garage,"Vehicle Spaces: 42, Bicycle Spaces:",204,17,0,2000000000,BX63,63,-73.92947223456542,40.82611764585122,"(40.82611764585122, -73.92947223456542)"
1256221-DCA,Business,2025-03-31,53RD STERLING PARKING LLC,,304,E 53RD ST,,NEW YORK,NY,10022,2126869800,Manhattan,1,2007-05-22,Garage,"Vehicle Spaces: 18, Bicycle Spaces:",106,5,1087513,1013450501,MN19,98,-73.9667347068204,40.75657744949869,"(40.75657744949869, -73.9667347068204)"
0427868-DCA,Business,2025-03-31,249 PARKING CORP.,,249,10TH AVE,,NEW YORK,NY,10001,2126457548,Manhattan,1,1997-03-25,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",104,3,1012371,1006960035,MN13,99,-74.00341780894884,40.748743205458176,"(40.748743205458176, -74.00341780894884)"
1384437-DCA,Business,2025-03-31,REX PARKING CORP.,,10,E 153RD ST,,BRONX,NY,10451,5166984240,Bronx,2,2011-03-10,Garage,"Vehicle Spaces: 225, Bicycle Spaces: 20",204,17,0,2000000000,BX63,63,-73.92947223456542,40.82611764585122,"(40.82611764585122, -73.92947223456542)"
2110234-DCA,Business,2025-03-31,11 EAST 1ST STREET GARAGE LLC,,11,E 1ST ST,,NEW YORK,NY,10003,6465840409,Manhattan,1,2022-12-14,Garage and Parking Lot,"Vehicle Spaces: 130, Bicycle Spaces: 13",103,02,1087255,1004560007,,,-73.99151810675924,40.72455892646106,"(40.72455892646106, -73.99151810675924)"
1218382-DCA,Business,2025-03-31,444 MANHATTAN PARKING CORP.,,444,MANHATTAN AVE,,NEW YORK,NY,10026,,Manhattan,1,2006-01-30,Garage,"Vehicle Spaces: 33, Bicycle Spaces:",110,9,1086487,1019450503,MN11,257,-73.95550804060782,40.80681878022126,"(40.80681878022126, -73.95550804060782)"
2066878-DCA,Business,2025-03-31,"UNISPHERE MANAGEMENT, LLC",,13618,41ST AVE,,FLUSHING,NY,11355,7188882367,Queens,4,2018-02-26,Garage and Parking Lot,"Vehicle Spaces: 197, Bicycle Spaces: 19",407,20,,4-5044-1438,QN22,853,-73.82907316709569,40.75866222133233,"(40.75866222133233, -73.82907316709569)"
2108852-DCA,Business,2025-03-31,HAVEN PARK LLC,,2568,PARK AVE,,BRONX,NY,10451,9148743268,Bronx,2,2022-09-15,Garage,"Vehicle Spaces: 122, Bicycle Spaces: 12",201,08,2000972,2023400014,,,-73.92871284407182,40.81318680709634,"(40.81318680709634, -73.92871284407182)"
2091122-DCA,Business,2025-03-31,1578 WILLIAMSBRIDGE ROAD LLC,,1578,WILLIAMSBRIDGE RD,,BRONX,NY,10461,7188639709,Bronx,2,2019-10-03,Garage and Parking Lot,"Vehicle Spaces: 32, Bicycle Spaces: 0",211,13,2044276,2040880010,BX37,286,-73.8485421170335,40.84659491890568,"(40.84659491890568, -73.8485421170335)"
2106554-DCA,Business,2025-03-31,A & A PARKING CORP,,525,CLINTON AVE,,BROOKLYN,NY,11238,9176012146,Brooklyn,3,2022-06-06,Garage,"Vehicle Spaces: 55, Bicycle Spaces: 10",302,35,3057552,3020117501,,,-73.96672109818118,40.68266931280489,"(40.68266931280489, -73.96672109818118)"
1461225-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,90-15,PARSONS BLVD,,JAMAICA,NY,11432,2129378660,Queens,4,2013-04-04,Garage,"Vehicle Spaces: 499, Bicycle Spaces: 22",412,24,4441691,4097560018,,,-73.80079529719438,40.70434187309854,"(40.70434187309854, -73.80079529719438)"
1460710-DCA,Business,2025-03-31,"WORLD TOWER PARKING GARAGE, LLC",,310,W 144TH ST,,NEW YORK,NY,10030,2125643199,Manhattan,1,2013-03-29,Garage,"Vehicle Spaces: 130, Bicycle Spaces: 13",110,7,1060779,1020440020,MN03,259,-73.94266044790054,40.822260396391535,"(40.822260396391535, -73.94266044790054)"
0975588-DCA,Business,2025-03-31,"ZOOM CAR PARK, INC.",,3130,GRAND CONCOURSE,,BRONX,NY,10458,2122216111,Bronx,2,2011-08-18,Garage,"Vehicle Spaces: 95, Bicycle Spaces: 10",207,11,2017347,2033110501,BX05,413,-73.88628555629022,40.87512280957021,"(40.87512280957021, -73.88628555629022)"
1460642-DCA,Business,2025-03-31,ENTERPRISE 37 EAST PARKING LLC,,415,E 37TH ST,,NEW YORK,NY,10016,212-679-8414,Manhattan,1,2013-03-29,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",106,4,1076168,1009690501,MN19,8601,-73.97182156356341,40.745564134827085,"(40.745564134827085, -73.97182156356341)"
2113162-DCA,Business,2025-03-31,310 EAST PARKING CORP,,310,E 70TH ST,,NEW YORK,NY,10021,9176643792,Manhattan,1,2023-05-08,Garage and Parking Lot,"Vehicle Spaces: 44, Bicycle Spaces: 0",108,05,1044830,1014440043,,,-73.95872219837511,40.767232695034465,"(40.767232695034465, -73.95872219837511)"
1452642-DCA,Business,2025-03-31,304 WEST 49TH PARKING CORP.,,304,W 49TH ST,,NEW YORK,NY,10019,2122475607,Manhattan,1,2012-12-24,Garage,"Vehicle Spaces: 205, Bicycle Spaces: 20",104,3,1025145,1010390038,MN15,127,-73.9870732997539,40.7618651595253,"(40.7618651595253, -73.9870732997539)"
1461731-DCA,Business,2025-03-31,"IMPERIAL PARKING (U.S.), LLC",,12601,ROOSEVELT AVE,,FLUSHING,NY,11368,2129378660,Queens,4,2013-04-05,Garage,"Vehicle Spaces: 6640, Bicycle Spaces: 36",407,21,4045071,4018330117,QN99,38301,-73.84261669620673,40.75553054818381,"(40.75553054818381, -73.84261669620673)"
2101038-DCA,Business,2025-03-31,VIP PARKING INC.,,615,JACKSON AVE,,BRONX,NY,10455,3472207660,Bronx,2,2021-08-24,Garage,"Vehicle Spaces: 31, Bicycle Spaces: 0",201,08,2004434,2026230207,,,-73.90844371338655,40.815016946288935,"(40.815016946288935, -73.90844371338655)"
2082737-DCA,Business,2025-03-31,ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,475,PARK AVE S,,NEW YORK,NY,10016,9145255897,Manhattan,1,2019-03-01,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",105,02,1018471,1008870095,MN20,72,-73.98237762904651,40.74564583140683,"(40.74564583140683, -73.98237762904651)"
2113161-DCA,Business,2025-03-31,C & C PARKING LOT CORP,,3560,WEBSTER AVE,,BRONX,NY,10467,3478663357,Bronx,2,2023-05-08,Garage and Parking Lot,"Vehicle Spaces: 100, Bicycle Spaces: 10",212,11,2128358,2033607501,,,-73.87064987020247,40.88085373156286,"(40.88085373156286, -73.87064987020247)"
2097391-DCA,Business,2025-03-31,301 EAST 22ND STREET PARKING CORP.,,301,E 22ND ST,,NEW YORK,NY,10010,2127367171,Manhattan,1,2021-01-04,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",106,02,1020569,1009280001,,,-73.98101229110416,40.73707101193419,"(40.73707101193419, -73.98101229110416)"
1467740-DCA,Business,2025-03-31,RAMCELL PARKING CORPORATION,,1484,JEROME AVE,,BRONX,NY,10452,646-764-0185,Bronx,2,2013-06-20,Garage,"Vehicle Spaces: 174, Bicycle Spaces: 17",204,14,2008109,2028440012,BX63,223,-73.91648433307408,40.84189930437234,"(40.84189930437234, -73.91648433307408)"
2086742-DCA,Business,2025-03-31,WEST FARMS PARKING LLC,,1512,BOONE AVE,,BRONX,NY,10460,,Bronx,2,2019-06-04,Garage,"Vehicle Spaces: 71, Bicycle Spaces: 7",203,17,2128557,2030137501,BX75,157,-73.88553487337259,40.832279972825035,"(40.832279972825035, -73.88553487337259)"
1461260-DCA,Business,2025-03-31,IMPERIAL PARKING US LLC,IMPARK,41,SEAVER WAY,,CORONA,NY,11368,2129378660,Queens,4,2013-04-04,Garage,"Vehicle Spaces: 1790, Bicycle Spaces: 36",481,21,4536844,4017870020,,,-73.84462845838746,40.75807217227946,"(40.75807217227946, -73.84462845838746)"
2107034-DCA,Business,2025-03-31,MP STEINWAY PARKING LLC,,3620,STEINWAY ST,,LONG ISLAND CITY,NY,11101,2124903460,Queens,4,2022-06-27,Garage and Parking Lot,"Vehicle Spaces: 126, Bicycle Spaces: 13",401,26,4619734,4006657501,,,-73.92368781923389,40.753252300695,"(40.753252300695, -73.92368781923389)"
1470158-DCA,Business,2025-03-31,RYER PARKING LLC,,2346,RYER AVE,,BRONX,NY,10458,6463771900,Bronx,2,2013-07-26,Garage,"Vehicle Spaces: 40, Bicycle Spaces:",205,15,2013568,2031510020,BX40,38301,-73.89859836587021,40.85820498878174,"(40.85820498878174, -73.89859836587021)"
2006294-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,175,KENT AVE,,BROOKLYN,NY,11249,8605227641,Brooklyn,3,2014-04-15,Garage,"Vehicle Spaces: 140, Bicycle Spaces: 14",301,33,3396768,3023497501,BK73,555,-73.96387146290778,40.71830375484539,"(40.71830375484539, -73.96387146290778)"
2113155-DCA,Business,2025-03-31,2211 3RD AVE PARKING LLC,,210,E 121ST ST,,NEW YORK,NY,10035,347-866-3357,Manhattan,1,2023-05-08,Garage and Parking Lot,"Vehicle Spaces: 61, Bicycle Spaces: 6",111,08,1089662,1017857503,,,-73.93719593243279,40.800922821385335,"(40.800922821385335, -73.93719593243279)"
1465356-DCA,Business,2025-03-31,ORMOND PLACE PARKING CORP.,,12,CLAVER PL,,BROOKLYN,NY,11238,7188570822,Brooklyn,3,2013-05-20,Garage,"Vehicle Spaces: 50, Bicycle Spaces:",303,36,3057295,3019940027,BK69,227,-73.95762429485106,40.682809050486554,"(40.682809050486554, -73.95762429485106)"
2035633-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,300,SCHERMERHORN ST,,BROOKLYN,NY,11217,8605227641,Brooklyn,3,2016-04-07,Garage,"Vehicle Spaces: 30, Bicycle Spaces: 0",302,33,3420391,3001720024,BK38,41,-73.98249033007562,40.687583189195095,"(40.687583189195095, -73.98249033007562)"
1245038-DCA,Business,2025-03-31,WELCOME PARKING LIMITED LIABILITY COMPANY,,8806,VAN WYCK EXPY,,JAMAICA,NY,11418,2016807129,Queens,4,2006-12-13,Garage,"Vehicle Spaces: 990, Bicycle Spaces: 27",409,29,4196414,4093420007,QN60,216,-73.81745260983078,40.703760156488904,"(40.703760156488904, -73.81745260983078)"
2102186-DCA,Business,2025-03-31,EDISON NY PARKING LLC,EDISON PARKFAST,182,SCHERMERHORN ST,,BROOKLYN,NY,11201,973-849-2879,Brooklyn,3,2021-10-19,Garage,"Vehicle Spaces: 750, Bicycle Spaces: 25",302,33,,,,,-73.98546845284984,40.688739152174044,"(40.688739152174044, -73.98546845284984)"
1258315-DCA,Business,2025-03-31,MP HUB PARKING LLC,,3000,3RD AVE,,BRONX,NY,10455,2124903460,Bronx,2,2007-06-08,Garage,"Vehicle Spaces: 272, Bicycle Spaces: 20",201,17,2001182,2023630016,BX34,71,-73.9138791182846,40.819113512922286,"(40.819113512922286, -73.9138791182846)"
1006124-DCA,Business,2025-03-31,"EDISON NY PARKING, LLC",,161,10TH AVE,,NEW YORK,NY,10011,973-643-7700,Manhattan,1,1999-04-05,Garage,"Vehicle Spaces: 80, Bicycle Spaces: 8",104,3,1000000,1006910033,MN13,99,-74.00573457066531,40.745553715301895,"(40.745553715301895, -74.00573457066531)"
2080640-DCA,Business,2025-03-31,E 74TH PARKING CORP.,,343,E 74TH ST,,NEW YORK,NY,10021,8009441424,Manhattan,1,2018-12-12,Garage,"Vehicle Spaces: 57, Bicycle Spaces: 6",108,05,1072675,1014497502,MN31,134,-73.95633432397234,40.76967737867243,"(40.76967737867243, -73.95633432397234)"
0429658-DCA,Business,2025-03-31,REGAL PARKING LLC,,250,MADISON AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1,2006-05-17,Garage,"Vehicle Spaces: 155, Bicycle Spaces: 16",105,3,1017230,1008680016,MN20,82,-73.98102652862376,40.75043245816869,"(40.75043245816869, -73.98102652862376)"
2108227-DCA,Business,2025-03-31,EMPIRE I PARKING GARAGE INC,,950,WESTCHESTER AVE,,BRONX,NY,10459,3472207660,Bronx,2,2022-08-17,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",202,17,2114693,2027037501,,,-73.89632611778347,40.82238724077358,"(40.82238724077358, -73.89632611778347)"
2103726-DCA,Business,2025-03-31,MP ASHLAND PARKING LLC,,152,ASHLAND PLACE,,BROOKLYN,NY,11201,212-490-3460,Brooklyn,3,2022-02-01,Garage and Parking Lot,"Vehicle Spaces: 564, Bicycle Spaces: 24",302,35,,,,,-73.97996497172822,40.69194970623795,"(40.69194970623795, -73.97996497172822)"
1105864-DCA,Business,2025-03-31,EAST 79TH STREET PARKING LLC,,505,E 79TH ST,,NEW YORK,NY,10075,2124903460,Manhattan,1,2002-04-15,Garage,"Vehicle Spaces: 57, Bicycle Spaces: 5",108,5,1050765,1015760005,MN32,136,-73.95000444009162,40.77122009445874,"(40.77122009445874, -73.95000444009162)"
0369956-DCA,Business,2025-03-31,STATE-PEARL GARAGE INC.,,1,BATTERY PARK PLZ,,NEW YORK,NY,10004,2124072516,Manhattan,1,1997-03-28,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",101,1,0,1000000000,MN25,9,-74.01443371827393,40.7032205592264,"(40.7032205592264, -74.01443371827393)"
1251102-DCA,Business,2025-03-31,JENUWEN CAR PARK INC.,,580,FLATBUSH AVE,,BROOKLYN,NY,11225,2122216111,Brooklyn,3,2011-08-19,Garage,"Vehicle Spaces: 88, Bicycle Spaces: 8",309,40,3114603,3050260100,BK60,79802,-73.96058013546627,40.65957556895975,"(40.65957556895975, -73.96058013546627)"
1002786-DCA,Business,2025-03-31,111 EIGHTH AVENUE PARKING LLC,,111,8TH AVE,,NEW YORK,NY,10011,2126869800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 625, Bicycle Spaces: 24",104,3,1013043,1007390001,MN13,83,-74.00184402284624,40.74070386940381,"(40.74070386940381, -74.00184402284624)"
2038951-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,13620,38TH AVE,,FLUSHING,NY,11354,8605227641,Queens,4,2016-06-13,Garage and Parking Lot,"Vehicle Spaces: 401, Bicycle Spaces: 22",407,20,4534816,4049787501,QN22,871,-73.8302801462036,40.76096136071263,"(40.76096136071263, -73.8302801462036)"
1234298-DCA,Business,2025-03-31,METROPOLITAN 51 PARKING LLC,,569-573,LEXINGTON AVE,,NEW YORK,NY,10022,2123088474,Manhattan,1,2006-07-27,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",106,4,1036458,1013050501,MN19,100,-73.97204416177084,40.75691646401178,"(40.75691646401178, -73.97204416177084)"
1178703-DCA,Business,2025-03-31,PARK KWIK LLC,,211,ATLANTIC AVE,,BROOKLYN,NY,11201,7182222500,Brooklyn,3,2009-03-11,Garage,"Vehicle Spaces: 700, Bicycle Spaces: 25",302,33,3388736,3002770501,BK09,9,-73.99211031193917,40.68961538087185,"(40.68961538087185, -73.99211031193917)"
