DCA License Number,License Expiration Date,License Creation Date,Industry,Detail,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
1185631-DCA,03/31/2025,05/18/2006,Garage,"Vehicle Spaces: 182, Bicycle Spaces: 18",SUTTON 53 PARKING LLC,,410,E 54TH ST,,NEW YORK,NY,10022,212-686-9800,Manhattan,1,106,04,1040158,1013650009,,,-73.96383648836729,40.7561676090553,"(40.7561676090553, -73.96383648836729)"
1447270-DCA,03/31/2025,10/05/2012,Garage and Parking Lot,"Vehicle Spaces: 87, Bicycle Spaces: 8",WALL PARK 45 LLC,,45,WALL ST,,NEW YORK,NY,10005,2126869800,Manhattan,1,101,1,1000826,1000260021,MN25,7,-74.00986101521104,40.706594357508216,"(40.706594357508216, -74.00986101521104)"
1407851-DCA,03/31/2025,09/15/2011,Garage,"Vehicle Spaces: 240, Bicycle Spaces: 20","BIENVENIDO, LLC",,1295,JEROME AVE,,BRONX,NY,10452,2129299404,Bronx,2,204,16,2008284,2028550051,BX26,219,-73.91964790454229,40.83791897728508,"(40.83791897728508, -73.91964790454229)"
0976183-DCA,03/31/2025,12/09/1997,Garage,"Vehicle Spaces: 155, Bicycle Spaces: 16",EVER-READY PARKING INC.,,330,E 46TH ST,,NEW YORK,NY,10017,2127367171,Manhattan,1,106,4,1038777,1013380035,MN19,90,-73.96950529575057,40.75201095865999,"(40.75201095865999, -73.96950529575057)"
1146424-DCA,03/31/2025,07/25/2003,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",REGAL PARKING CORP.,,9822,63RD DR,,REGO PARK,NY,11374,2127367171,Queens,4,406,29,4431968,4021000015,QN18,71701,-73.85832650299395,40.73110341779071,"(40.73110341779071, -73.85832650299395)"
2114824-DCA,09/28/2023,07/03/2023,Garage,"Vehicle Spaces: 371, Bicycle Spaces: 22",MP ROCKAWAY LLC,,1725,VILLAGE LN,,FAR ROCKAWAY,NY,11691,212-490-3460,Queens,4,414,31,4623326,4155377501,,,-73.75314888881704,40.60551115281347,"(40.60551115281347, -73.75314888881704)"
1244304-DCA,03/31/2025,11/28/2006,Garage,"Vehicle Spaces: 146, Bicycle Spaces: 15",KENT GARAGE CORP.,,444,KENT AVE,,BROOKLYN,NY,11249,2127367171,Brooklyn,3,301,33,3387991,3021340501,BK73,547,-73.96847539564027,40.70890978847094,"(40.70890978847094, -73.96847539564027)"
2104183-DCA,03/31/2025,03/02/2022,Garage,"Vehicle Spaces: 58, Bicycle Spaces: 6",AP IMPALA MANAGEMENT LLC,,404,E 76TH ST,,NEW YORK,NY,10021,6469644323,Manhattan,1,108,05,1081245,1014707501,,,-73.95371653716734,40.77021432589259,"(40.77021432589259, -73.95371653716734)"
2092453-DCA,03/31/2025,11/22/2019,Garage and Parking Lot,"Vehicle Spaces: 65, Bicycle Spaces: 7",5 STARS PARKING INC,,120,UNION AVE,,BROOKLYN,NY,11206,9172140583,Brooklyn,3,301,33,3426513,3022380049,,,-73.95021016045811,40.70370475326015,"(40.70370475326015, -73.95021016045811)"
2098157-DCA,03/31/2025,03/23/2021,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",257 GOLD STREET PARKING CORP.,,235,GOLD ST,,BROOKLYN,NY,11201,2127367171,Brooklyn,3,302,33,3396901,3001220013,,,-73.98312248598508,40.697308000257486,"(40.697308000257486, -73.98312248598508)"
2103110-DCA,03/31/2025,12/14/2021,Garage,"Vehicle Spaces: 97, Bicycle Spaces: 9","IMPERIAL PARKING (U.S.), LLC",,135,N 11TH ST,,BROOKLYN,NY,11249,3472733569,Brooklyn,3,301,33,3396506,3022900502,,,-73.95600941561965,40.72046937937769,"(40.72046937937769, -73.95600941561965)"
1216678-DCA,03/31/2025,12/30/2005,Garage,"Vehicle Spaces: 40, Bicycle Spaces:",110 GARAGE CORP.,,110,E END AVE,,NEW YORK,NY,10028,2127367171,Manhattan,1,108,5,1051221,1015810030,MN32,14401,-73.94547123796391,40.773984735299706,"(40.773984735299706, -73.94547123796391)"
1341242-DCA,03/31/2025,12/21/2009,Garage,"Vehicle Spaces: 50, Bicycle Spaces:",605 PARKING CORP.,,605,PARK AVE,,NEW YORK,NY,10065,2127367171,Manhattan,1,108,4,1042391,1013990074,MN40,120,-73.96736886338482,40.76622814839984,"(40.76622814839984, -73.96736886338482)"
1364133-DCA,03/31/2025,07/27/2010,Parking Lot,"Vehicle Spaces: 99, Bicycle Spaces: 9",SP PLUS CORPORATION,,3960,BROADWAY,,NEW YORK,NY,10032,2125025490,Manhattan,1,112,10,1062993,1021240043,MN36,251,-73.9407046315085,40.839759701529374,"(40.839759701529374, -73.9407046315085)"
2039265-DCA,03/31/2025,06/21/2016,Garage,"Vehicle Spaces: 211, Bicycle Spaces: 22",LM POWERHOUSE GARAGE LLC,,226,50TH AVE,,LONG ISLAND CITY,NY,11101,2127143571,Queens,4,402,26,4000000,4000167502,QN31,1,-73.95808732655165,40.74348492471856,"(40.74348492471856, -73.95808732655165)"
2103292-DCA,03/31/2025,01/03/2022,Garage,"Vehicle Spaces: 152, Bicycle Spaces: 16","ONE PARKING 709, INC.",,2830,JACKSON AVE,,LONG ISLAND CITY,NY,11101,5618337222,Queens,4,402,26,4596921,4002640017,,,-73.93813305548149,40.74864155389723,"(40.74864155389723, -73.93813305548149)"
2111627-DCA,03/31/2025,03/14/2023,Parking Lot,"Vehicle Spaces: 24, Bicycle Spaces: 0",SG UNION LLC,,385,UNION AVE,,BROOKLYN,NY,11211,9147474000,Brooklyn,3,301,34,3062552,3023750016,,,-73.95130051717051,40.712008130718644,"(40.712008130718644, -73.95130051717051)"
2103404-DCA,03/31/2025,01/10/2022,Garage,"Vehicle Spaces: 78, Bicycle Spaces: 8",MRK GARAGE LLC,,61,7TH AVE,,NEW YORK,NY,10014,6465840409,Manhattan,1,104,03,1014515,1007900001,,,-73.9995994515905,40.7386535539502,"(40.7386535539502, -73.9995994515905)"
2075112-DCA,03/31/2025,07/05/2018,Garage,"Vehicle Spaces: 48, Bicycle Spaces: 0",SP PLUS CORPORATION,,20,E 16TH ST,,NEW YORK,NY,10003,2125025490,Manhattan,1,105,02,1087303,1008430022,MN13,52,-73.99212273163589,40.73709975538334,"(40.73709975538334, -73.99212273163589)"
1135061-DCA,03/31/2025,05/11/2006,Garage,"Vehicle Spaces: 275, Bicycle Spaces: 21",110 EAST 16TH STREET ASSOCIATES LLC,,110,E 16TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1,105,2,1017816,1008710074,MN21,50,-73.98861195286113,40.73562003986076,"(40.73562003986076, -73.98861195286113)"
1058507-DCA,03/31/2025,08/07/2000,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",53RD PARKING CORP.,,301,W 53RD ST,,NEW YORK,NY,10019,2127367171,Manhattan,1,104,3,1025400,1010440029,MN15,133,-73.98515593959957,40.76435715460628,"(40.76435715460628, -73.98515593959957)"
1010039-DCA,03/31/2025,05/21/1999,Garage,"Vehicle Spaces: 92, Bicycle Spaces: 9",300 PARKING INC.,,300,W 55TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1,104,3,1025416,1010450029,MN15,139,-73.98425316337983,40.765592168531875,"(40.765592168531875, -73.98425316337983)"
1247021-DCA,03/31/2025,01/23/2007,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",GRAMERCY 24 PARKING LLC,,401,2ND AVE,,NEW YORK,NY,10010,2126869800,Manhattan,1,106,2,1087220,1009040024,MN21,64,-73.98083882067674,40.7379904753201,"(40.7379904753201, -73.98083882067674)"
0962108-DCA,03/31/2025,05/28/1997,Garage,"Vehicle Spaces: 204, Bicycle Spaces: 20",88TH GARAGE CORP.,,100,W 89TH ST,,NEW YORK,NY,10024,2127367171,Manhattan,1,107,6,1032320,1012190501,MN12,173,-73.97119666187504,40.78859328359087,"(40.78859328359087, -73.97119666187504)"
2055914-DCA,03/31/2025,07/18/2017,Garage,"Vehicle Spaces: 84, Bicycle Spaces: 8",560 W 43RD STREET PARKING CORP,,555,W 42ND ST,,NEW YORK,NY,10036,9174727056,Manhattan,1,104,03,1026911,1010710001,MN15,129,-73.99721329557751,40.760369965975514,"(40.760369965975514, -73.99721329557751)"
1345891-DCA,03/31/2025,02/18/2011,Garage,"Vehicle Spaces: 181, Bicycle Spaces: 18",ELEVENTH AVENUE GARAGE CORP.,,314,11TH AVE,,NEW YORK,NY,10001,212-736-7171,Manhattan,1,104,3,1088120,1007010062,MN13,99,-74.00392333850895,40.75310459283599,"(40.75310459283599, -74.00392333850895)"
2044842-DCA,03/31/2025,10/19/2016,Garage,"Vehicle Spaces: 25, Bicycle Spaces: 0",333 EAST 75TH STREET PARKING CORP.,,333,E 75TH ST,,NEW YORK,NY,10021,2127367171,Manhattan,1,108,05,1045146,1014507501,MN31,134,-73.95604143015696,40.77038266547137,"(40.77038266547137, -73.95604143015696)"
1376369-DCA,03/31/2025,11/08/2010,Garage,"Vehicle Spaces: 42, Bicycle Spaces:",220 MADISON GARAGE CORP,,220,MADISON AVE,,NEW YORK,NY,10016,2127367171,Manhattan,1,105,3,1017187,1008660064,MN20,82,-73.98191110768474,40.749219421950585,"(40.749219421950585, -73.98191110768474)"
1461227-DCA,03/31/2025,04/04/2013,Garage,"Vehicle Spaces: 601, Bicycle Spaces: 24","IMPERIAL PARKING (U.S.), LLC",IMPARK,92-30,165TH ST,,JAMAICA,NY,11433,3472733569,Queens,4,412,27,4216210,4101510039,,,-73.7942555108603,40.70461582562189,"(40.70461582562189, -73.7942555108603)"
2089554-DCA,03/31/2025,08/14/2019,Garage,"Vehicle Spaces: 124, Bicycle Spaces: 12",WEST 87TH GARAGE LLC,,2373,BROADWAY,,NEW YORK,NY,10024,646-964-4323,Manhattan,1,107,06,1076251,1012347501,MN12,175,-73.97616569878966,40.78871793125264,"(40.78871793125264, -73.97616569878966)"
2103294-DCA,03/31/2025,01/03/2022,Garage,"Vehicle Spaces: 162, Bicycle Spaces: 16","ONE PARKING GOTHAM, INC.",,4209,28TH ST,,LONG ISLAND CITY,NY,11101,4802722100,Queens,4,402,26,4538327,4004207501,,,-73.93913546814592,40.749641176473695,"(40.749641176473695, -73.93913546814592)"
2047442-DCA,03/31/2025,01/17/2017,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",SAM DAR ENTERPRISES INC,,1491,JEROME AVE,,BRONX,NY,10452,3476149291,Bronx,2,204,16,2008314,2028580009,BX26,219,-73.91645170582153,40.841978877310616,"(40.841978877310616, -73.91645170582153)"
1114025-DCA,03/31/2025,07/01/2002,Garage,"Vehicle Spaces: 64, Bicycle Spaces: 6",WEST 90TH GARAGE CORP.,,101,W 90TH ST,,NEW YORK,NY,10024,2127367171,Manhattan,1,107,6,1032490,1012210029,MN12,177,-73.97038390702454,40.789095363543794,"(40.789095363543794, -73.97038390702454)"
2001588-DCA,03/31/2025,12/13/2013,Garage,"Vehicle Spaces: 294, Bicycle Spaces: 21",425 EAST 58 GARAGE CORP,,425,E 58TH ST,,NEW YORK,NY,10022,2128384447,Manhattan,1,106,05,1040637,1013700015,MN19,10601,-73.96170544070753,40.75868385149889,"(40.75868385149889, -73.96170544070753)"
2102371-DCA,03/31/2025,10/29/2021,Garage,"Vehicle Spaces: 126, Bicycle Spaces: 13",1623 YORK AVENUE PARKING CORP,,1621,YORK AVE,,NEW YORK,NY,10028,2127367171,Manhattan,1,108,05,1050543,1015650029,,,-73.94740158432163,40.77556660181236,"(40.77556660181236, -73.94740158432163)"
0368705-DCA,03/31/2025,05/17/2006,Garage,"Vehicle Spaces: 46, Bicycle Spaces:",AMBER PARK LLC,,101,E 13TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1,103,2,1077569,1005590009,MN22,42,-73.98953604769402,40.73339413228514,"(40.73339413228514, -73.98953604769402)"
2103702-DCA,03/31/2025,01/31/2022,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",350 WEST 42ND STREET PARKING CORP.,,350,W 42ND ST,,NEW YORK,NY,10036,2127367171,Manhattan,1,104,3,1087264,1010320501,,,-73.99123954132124,40.75783352306551,"(40.75783352306551, -73.99123954132124)"
1084609-DCA,03/31/2025,06/18/2001,Garage,"Vehicle Spaces: 320, Bicycle Spaces: 21",SP PLUS CORPORATION,,185,E 85TH ST,,NEW YORK,NY,10028,2125025490,Manhattan,1,108,5,1047938,1015140039,MN40,14801,-73.95499628065888,40.77836396065379,"(40.77836396065379, -73.95499628065888)"
1418524-DCA,03/31/2025,02/01/2012,Parking Lot,"Vehicle Spaces: 150, Bicycle Spaces: 15",PARK HERE CORP.,,2906,W 12TH ST,,BROOKLYN,NY,11224,718-266-2585,Brooklyn,3,313,47,3196560,3072660200,BK23,350,-73.97963231524301,40.576857973715924,"(40.576857973715924, -73.97963231524301)"
2083153-DCA,03/31/2025,03/14/2019,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",EZ EXPRESS PARKING CORP.,,1560,JEROME AVE,,BRONX,NY,10452,7185833301,Bronx,2,204,14,2008138,2028460027,BX63,209,-73.91511574950434,40.84380862265792,"(40.84380862265792, -73.91511574950434)"
2059649-DCA,03/31/2025,10/19/2017,Garage and Parking Lot,"Vehicle Spaces: 18, Bicycle Spaces: 0",SMITH & LIVINGSTON PARKING LLC,,141,LIVINGSTON ST,,BROOKLYN,NY,11201,212-686-9800,Brooklyn,3,302,33,3000428,3001540028,BK38,37,-73.98834558207787,40.69064709462656,"(40.69064709462656, -73.98834558207787)"
2104826-DCA,09/18/2023,03/29/2022,Garage,"Vehicle Spaces: 125, Bicycle Spaces: 13",PV PARKING CORP,,3411,STEINWAY ST,,LONG ISLAND CITY,NY,11101,7186091200,Queens,4,401,26,4430185,4006730016,,,-73.92113237103416,40.75633293015641,"(40.75633293015641, -73.92113237103416)"
2093765-DCA,03/31/2025,01/21/2020,Garage,"Vehicle Spaces: 80, Bicycle Spaces: 8",SUPPORT PARKING LLC,,350,E 52ND ST,,NEW YORK,NY,10022,2126869800,Manhattan,1,106,04,1039661,1013440030,,,-73.96639229035979,40.75561119970559,"(40.75561119970559, -73.96639229035979)"
2001043-DCA,03/31/2025,11/25/2013,Garage and Parking Lot,"Vehicle Spaces: 88, Bicycle Spaces: 10",UPPER MANHATTAN PARKING LLC,,1845,PARK AVE,,NEW YORK,NY,10035,2124211117,Manhattan,1,111,09,1054495,1017750001,MN34,242,-73.93843024839433,40.80586673904256,"(40.80586673904256, -73.93843024839433)"
1216515-DCA,03/31/2025,12/28/2005,Garage,"Vehicle Spaces: 268, Bicycle Spaces: 21",SP PLUS CORPORATION,,15,METROTECH CTR,,BROOKLYN,NY,11201,2126954568,Brooklyn,3,302,35,3348771,3020470040,BK38,15,-73.98478581498492,40.693707096612464,"(40.693707096612464, -73.98478581498492)"
1395705-DCA,03/31/2025,06/09/2011,Garage,"Vehicle Spaces: 52, Bicycle Spaces: 5",MANHATTAN AVE. GARAGE CORP.,,313,W 119TH ST,,NEW YORK,NY,10026,2127367171,Manhattan,1,111,8,1087382,1017960008,,,-73.93579664429325,40.79870705521746,"(40.79870705521746, -73.93579664429325)"
1178703-DCA,03/31/2025,03/11/2009,Garage,"Vehicle Spaces: 700, Bicycle Spaces: 25",PARK KWIK LLC,,211,ATLANTIC AVE,,BROOKLYN,NY,11201,7182222500,Brooklyn,3,302,33,3388736,3002770501,BK09,9,-73.99211031193917,40.68961538087185,"(40.68961538087185, -73.99211031193917)"
2097391-DCA,03/31/2025,01/04/2021,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",301 EAST 22ND STREET PARKING CORP.,,301,E 22ND ST,,NEW YORK,NY,10010,2127367171,Manhattan,1,106,02,1020569,1009280001,,,-73.98101229110416,40.73707101193419,"(40.73707101193419, -73.98101229110416)"
2082737-DCA,03/31/2025,03/01/2019,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,475,PARK AVE S,,NEW YORK,NY,10016,9145255897,Manhattan,1,105,02,1018471,1008870095,MN20,72,-73.98237762904651,40.74564583140683,"(40.74564583140683, -73.98237762904651)"
2101038-DCA,03/31/2025,08/24/2021,Garage,"Vehicle Spaces: 31, Bicycle Spaces: 0",VIP PARKING INC.,,615,JACKSON AVE,,BRONX,NY,10455,3472207660,Bronx,2,201,08,2004434,2026230207,,,-73.90844371338655,40.815016946288935,"(40.815016946288935, -73.90844371338655)"
1181079-DCA,03/31/2025,09/27/2004,Garage,"Vehicle Spaces: 83, Bicycle Spaces: 8",220 EAST 63RD GARAGE CORP.,,220,E 63RD ST,,NEW YORK,NY,10065,2127522178,Manhattan,1,108,4,1043848,1014170035,MN31,110,-73.9641031015917,40.76377337790351,"(40.76377337790351, -73.9641031015917)"
2088930-DCA,03/31/2025,07/31/2019,Garage,"Vehicle Spaces: 55, Bicycle Spaces: 6",CASSIE GARAGE LLC,,166,E 34TH ST,,NEW YORK,NY,10016,6469644323,Manhattan,1,106,02,1018502,1008890039,MN20,72,-73.97893097664281,40.746059709646644,"(40.746059709646644, -73.97893097664281)"
0927032-DCA,03/31/2025,03/26/1997,Garage,"Vehicle Spaces: 37, Bicycle Spaces: 0",150 EAST 77TH STREET PARKING CORP.,,150,E 77TH ST,,NEW YORK,NY,10075,2127367171,Manhattan,1,108,4,1043180,1014110053,MN40,128,-73.95931409424317,40.77340308064395,"(40.77340308064395, -73.95931409424317)"
0813280-DCA,03/31/2025,05/15/2006,Garage,"Vehicle Spaces: 130, Bicycle Spaces: 13",EAST RIVER 72nd GARAGE LLC,,515,E 72ND ST,,NEW YORK,NY,10021,212-686-9800,Manhattan,1,108,5,1046261,1014840501,MN31,124,-73.95327135971469,40.76665970704189,"(40.76665970704189, -73.95327135971469)"
2088828-DCA,03/31/2025,07/29/2019,Parking Lot,"Vehicle Spaces: 94, Bicycle Spaces: 9",30-40-60 GARAGE LLC,,40,E 9TH ST,,NEW YORK,NY,10003,6469644323,Manhattan,1,102,02,1009091,1005607502,MN23,59,-73.99347281410138,40.73180795466836,"(40.73180795466836, -73.99347281410138)"
1146395-DCA,03/31/2025,07/25/2003,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",REGAL PARKING CORP.,,9810,64TH AVE,,REGO PARK,NY,11374,2127367171,Queens,4,406,29,4431978,4021010001,QN17,71304,-73.85801042624362,40.73042781783843,"(40.73042781783843, -73.85801042624362)"
1146406-DCA,03/31/2025,07/25/2003,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",400 GARAGE CORP.,,400,E 85TH ST,,NEW YORK,NY,10028,2126501683,Manhattan,1,108,5,1050520,1015640047,MN32,14401,-73.94953866441959,40.77604514186251,"(40.77604514186251, -73.94953866441959)"
1327024-DCA,03/31/2025,07/24/2009,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",CONCOURSE PARKING CORP.,,800,GRAND CONCOURSE,,BRONX,NY,10451,2127367171,Bronx,2,204,17,2002791,2024580090,BX14,5902,-73.9238840979235,40.82470056369922,"(40.82470056369922, -73.9238840979235)"
1003637-DCA,03/31/2025,02/22/1999,Parking Lot,"Vehicle Spaces: 45, Bicycle Spaces:","AMILL, MAGIE",JACKSON PARKING LOT,711,E 139TH ST,,BRONX,NY,10454,3477265954,Bronx,2,201,17,0,2000000000,BX39,2702,-73.91263225827235,40.80566343296641,"(40.80566343296641, -73.91263225827235)"
1316955-DCA,03/31/2025,05/05/2009,Garage,"Vehicle Spaces: 62, Bicycle Spaces: 6","RONEL OPERATING, LLC",,25,W 13TH ST,,NEW YORK,NY,10011,2122290548,Manhattan,1,102,3,1083516,1005770024,MN23,63,-73.99515032752892,40.735754993731696,"(40.735754993731696, -73.99515032752892)"
2019799-DCA,03/31/2025,03/20/2015,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",SP PLUS CORPORATION,,110,E 59TH ST,,NEW YORK,NY,10022,2125025490,Manhattan,1,105,04,1037165,1013130005,MN19,11203,-73.96915749859313,40.76263028423503,"(40.76263028423503, -73.96915749859313)"
2089161-DCA,03/31/2025,08/06/2019,Garage and Parking Lot,"Vehicle Spaces: 18, Bicycle Spaces: 0",WEST 30TH GARAGE LLC,,363,W 30TH ST,,NEW YORK,NY,10001,6409644323,Manhattan,1,104,03,1013511,1007540001,MN13,103,-73.99696467876097,40.7504092781165,"(40.7504092781165, -73.99696467876097)"
1283493-DCA,03/31/2025,04/29/2008,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 6",KIPS BAY 27 PARKING LLC,,236,E 27TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,2,1019856,1009070040,MN20,66,-73.97977349336512,40.740682894759544,"(40.740682894759544, -73.97977349336512)"
0429675-DCA,03/31/2025,03/27/1997,Garage,"Vehicle Spaces: 93, Bicycle Spaces: 9",INTERTOWN PARKING CORP.,,55,E END AVE,,NEW YORK,NY,10028,2127367171,Manhattan,1,108,5,1051380,1015890041,MN32,136,-73.94678329286688,40.772160097381985,"(40.772160097381985, -73.94678329286688)"
1418775-DCA,03/31/2025,02/06/2012,Garage,"Vehicle Spaces: 178, Bicycle Spaces: 12",EAST 54TH OPERATING LLC,,245,E 54TH ST,,NEW YORK,NY,10022,6469644323,Manhattan,1,106,5,1038575,1013280021,MN19,108,-73.9678927260891,40.757895255677305,"(40.757895255677305, -73.9678927260891)"
1347111-DCA,03/31/2025,03/12/2010,Garage,"Vehicle Spaces: 341, Bicycle Spaces: 21",1345 LEASEHOLD LLC,1345 GARAGE,1341,6TH AVE,,NEW YORK,NY,10105,212-940-6231,Manhattan,1,105,4,1083719,1010070029,MN17,137,-73.97853952516776,40.762495176785606,"(40.762495176785606, -73.97853952516776)"
2026063-DCA,03/31/2025,07/23/2015,Parking Lot,"Vehicle Spaces: 67, Bicycle Spaces: 6",310 EAST 46TH STREET PARKING CORP.,,310,E 46TH ST,,NEW YORK,NY,10017,2127367171,Manhattan,1,106,04,1038770,1013380005,MN19,90,-73.96983367446778,40.75215377197153,"(40.75215377197153, -73.96983367446778)"
2065382-DCA,09/26/2023,01/25/2018,Garage,"Vehicle Spaces: 38, Bicycle Spaces: 0",SP PLUS CORPORATION,,11,E LOOP RD,,NEW YORK,NY,10044,2125025490,Manhattan,1,108,05,1089785,1013737507,MN31,23801,-73.95505889690774,40.75513523939384,"(40.75513523939384, -73.95505889690774)"
1180717-DCA,03/31/2025,09/22/2004,Garage,"Vehicle Spaces: 52, Bicycle Spaces: 5",118 PARKING CORP.,,1682,PARK AVE,,NEW YORK,NY,10035,2127367171,Manhattan,1,111,9,0,1000000000,MN34,184,-73.94214075459034,40.80080464140376,"(40.80080464140376, -73.94214075459034)"
0963959-DCA,03/31/2025,08/16/2006,Garage,"Vehicle Spaces: 198, Bicycle Spaces: 20","53-10 ASSOCIATES, LLC",,792,10TH AVE,,NEW YORK,NY,10019,2124730135,Manhattan,1,104,3,1026754,1010630001,MN15,133,-73.99028531353424,40.76673190268495,"(40.76673190268495, -73.99028531353424)"
1317191-DCA,03/31/2025,03/04/2013,Garage,"Vehicle Spaces: 129, Bicycle Spaces: 12",QUIK PARK CHESAPEAKE LLC,,400,E 81ST ST,,NEW YORK,NY,10028,2128322066,Manhattan,1,108,5,1050360,1015600001,MN32,136,-73.95166344074802,40.773619704306135,"(40.773619704306135, -73.95166344074802)"
1099885-DCA,03/31/2025,01/14/2002,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",MILLENNIUM GARAGE CORP.,,35,E 85TH ST,,NEW YORK,NY,10028,2127371932,Manhattan,1,108,4,1046831,1014970021,MN40,15001,-73.95893813648345,40.780025998050995,"(40.780025998050995, -73.95893813648345)"
1336402-DCA,03/31/2025,10/19/2009,Parking Lot,"Vehicle Spaces: 22, Bicycle Spaces:","G.F. PARKING, INC.",,537,W 211TH ST,,NEW YORK,NY,10034,2012143205,Manhattan,1,112,10,1000000,1022290049,MN01,303,-73.91871886399686,40.867712087461825,"(40.867712087461825, -73.91871886399686)"
0368157-DCA,03/31/2025,05/15/2006,Garage,"Vehicle Spaces: 55, Bicycle Spaces: 5",EFFECTIVE PARKING LLC,,435,W 57TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1,104,6,1026883,1010670012,MN15,139,-73.98682654175653,40.76839487197145,"(40.76839487197145, -73.98682654175653)"
2016720-DCA,03/31/2025,12/22/2014,Garage and Parking Lot,"Vehicle Spaces: 82, Bicycle Spaces: 0",MONTAGUE PARKING LLC,,180,MONTAGUE ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3,302,33,3002105,3002500030,BK09,9,-73.99175638291497,40.69407835075458,"(40.69407835075458, -73.99175638291497)"
2102165-DCA,03/31/2025,10/18/2021,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20","IMPERIAL PARKING (U.S.), LLC",,184,KENT AVE,,BROOKLYN,NY,11249,3472733569,Brooklyn,3,301,33,3396768,3023497501,,,-73.96393642954011,40.718243390494415,"(40.718243390494415, -73.96393642954011)"
2109883-DCA,03/31/2025,11/21/2022,Garage,"Vehicle Spaces: 92, Bicycle Spaces: 9",ADD PARK INC,,123,HOPE ST,,BROOKLYN,NY,11211,9174705093,Brooklyn,3,301,34,3426882,3023740001,,,-73.95329504412248,40.71229441249002,"(40.71229441249002, -73.95329504412248)"
1452517-DCA,03/31/2025,12/19/2012,Parking Lot,"Vehicle Spaces: 20, Bicycle Spaces:",ANNE MARIE CICCIU INC.,,2338,CAMBRELENG AVE,,BRONX,NY,10458,2126895146,Bronx,2,206,15,2000000,2030890022,BX06,391,-73.88567886814164,40.85363121309483,"(40.85363121309483, -73.88567886814164)"
2022937-DCA,03/31/2025,05/18/2015,Parking Lot,"Vehicle Spaces: 112, Bicycle Spaces: 11",SP PLUS CORPORATION,,8,W 29TH ST,,NEW YORK,NY,10001,2125025490,Manhattan,1,105,04,1000000,1008300032,MN17,76,-73.98741931614754,40.74553121297615,"(40.74553121297615, -73.98741931614754)"
2046932-DCA,03/31/2025,12/30/2016,Garage,"Vehicle Spaces: 79, Bicycle Spaces: 7",167 EAST 77TH ST PARKING SERVICES LLC,,176,E 77TH ST,,NEW YORK,NY,10075,6467734400,Manhattan,1,108,04,1043178,1014110040,MN40,128,-73.9588737374361,40.773216282089976,"(40.773216282089976, -73.9588737374361)"
2053019-DCA,03/31/2025,05/16/2017,Garage,"Vehicle Spaces: 44, Bicycle Spaces: 0",COLUMBUS 95 PARKING LLC,,730,COLUMBUS AVE,,NEW YORK,NY,10025,2126869800,Manhattan,1,107,06,1082743,1012260029,MN12,181,-73.96770984810344,40.792627114275895,"(40.792627114275895, -73.96770984810344)"
2052721-DCA,03/31/2025,05/10/2017,Garage,"Vehicle Spaces: 130, Bicycle Spaces: 13",ATLANTIC GARAGE MANAGEMENT LLC,,238,ATLANTIC AVE,,BROOKLYN,NY,11201,646-964-4323,Brooklyn,3,302,33,3002815,3002787501,BK38,43,-73.99128820731904,40.68932163118244,"(40.68932163118244, -73.99128820731904)"
1253416-DCA,03/31/2025,04/27/2007,Garage,"Vehicle Spaces: 63, Bicycle Spaces: 6",145 BRADHURST GARAGE CORP.,,68,BRADHURST AVE,,NEW YORK,NY,10039,2127367171,Manhattan,1,110,7,1087463,1020450501,MN03,259,-73.94264121851711,40.82361078775194,"(40.82361078775194, -73.94264121851711)"
2080277-DCA,03/31/2025,11/28/2018,Garage,"Vehicle Spaces: 91, Bicycle Spaces: 9",5 SQUARE MANAGEMENT LLC,,321,WYTHE AVE,,BROOKLYN,NY,11249,2123606300,Brooklyn,3,301,34,3425680,3024160001,BK73,551,-73.9652878531727,40.71394002100322,"(40.71394002100322, -73.9652878531727)"
